50,30,2,64,64,

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,20,20,18,20,20,20,20,20,19,20,20,20,20,20,20,18,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,20,20,20,18,20,20,20,19,0,
19,20,20,20,20,20,20,19,20,20,20,20,20,19,20,20,20,20,20,18,20,19,19,20,20,20,20,20,20,20,18,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,20,19,0,
22,20,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,0,
20,20,20,19,20,20,20,20,20,20,20,20,18,20,20,20,19,20,20,18,20,19,19,20,20,20,20,20,20,20,18,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,20,19,0,
20,20,20,20,20,20,18,20,20,18,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,0,
20,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,18,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,20,19,0,
20,20,20,20,20,20,20,18,20,20,18,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,19,20,0,
20,20,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,
20,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,19,20,0,
20,20,20,20,20,19,20,20,20,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,
20,20,22,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,19,20,0,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,20,0,
18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,18,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,20,19,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,0,
18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,20,19,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,0,
18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,19,20,20,20,0,
18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,18,20,19,20,0,
18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,18,20,19,20,0,
18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,20,19,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,0,
18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,18,20,19,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,0,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,
18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,20,18,20,19,20,20,18,20,19,20,20,20,20,20,20,20,18,20,19,20,0,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,

1,2,2,2,2,3,3,3,3,2,2,4,4,4,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,0,
17,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16,0,
13,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,0,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
